CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,18,credits_paid_to_date,car_new,4892,100_to_500,less_1,3,male,none,3,savings_insurance,21,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,6542,100_to_500,greater_7,5,male,none,5,car_other,46,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,appliances,1107,100_to_500,less_1,2,male,co-applicant,3,real_estate,37,none,own,1,skilled,1,yes,yes,No Risk
greater_200,32,outstanding_credit,furniture,6563,unknown,greater_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,30,prior_payments_delayed,car_used,2246,100_to_500,greater_7,4,female,none,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,Risk
0_to_200,14,credits_paid_to_date,furniture,1252,less_100,less_1,3,female,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk
0_to_200,21,credits_paid_to_date,retraining,3717,500_to_1000,1_to_4,3,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk
less_0,12,all_credits_paid_back,car_used,360,less_100,unemployed,2,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes,No Risk
0_to_200,5,prior_payments_delayed,appliances,1259,500_to_1000,1_to_4,1,female,co-applicant,2,car_other,40,stores,own,1,unskilled,1,yes,yes,Risk
less_0,13,prior_payments_delayed,car_used,1340,100_to_500,4_to_7,3,male,co-applicant,3,real_estate,45,stores,own,1,unskilled,1,yes,yes,No Risk
0_to_200,19,credits_paid_to_date,car_new,4349,500_to_1000,less_1,3,male,none,2,car_other,23,bank,own,2,unskilled,2,yes,yes,No Risk
less_0,29,prior_payments_delayed,radio_tv,1811,less_100,1_to_4,3,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,No Risk
less_0,4,all_credits_paid_back,education,442,less_100,less_1,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,24,outstanding_credit,car_used,2349,100_to_500,1_to_4,2,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,3875,500_to_1000,4_to_7,4,male,none,2,savings_insurance,42,none,own,2,skilled,1,yes,yes,Risk
less_0,11,prior_payments_delayed,furniture,2017,less_100,1_to_4,3,female,none,2,car_other,33,stores,own,2,unskilled,1,none,yes,No Risk
0_to_200,13,prior_payments_delayed,retraining,250,less_100,4_to_7,2,male,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,Risk
no_checking,33,prior_payments_delayed,furniture,5933,greater_1000,greater_7,4,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk
no_checking,16,outstanding_credit,car_used,7282,500_to_1000,less_1,4,male,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,No Risk
no_checking,37,prior_payments_delayed,furniture,6254,500_to_1000,4_to_7,3,female,co-applicant,4,savings_insurance,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,9,no_credits,furniture,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,9,all_credits_paid_back,furniture,1781,less_100,less_1,1,male,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk
0_to_200,17,prior_payments_delayed,furniture,1151,greater_1000,greater_7,2,male,none,3,car_other,31,bank,rent,1,unemployed,1,yes,yes,No Risk
0_to_200,18,prior_payments_delayed,furniture,3309,100_to_500,greater_7,2,male,none,3,car_other,35,none,own,1,skilled,1,yes,yes,No Risk
no_checking,44,prior_payments_delayed,retraining,3395,500_to_1000,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
less_0,14,all_credits_paid_back,furniture,868,less_100,1_to_4,3,female,none,3,real_estate,23,bank,rent,2,unemployed,1,none,yes,No Risk
no_checking,23,prior_payments_delayed,radio_tv,2359,100_to_500,1_to_4,3,male,co-applicant,4,real_estate,33,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,13,credits_paid_to_date,car_used,3315,less_100,less_1,3,female,none,3,real_estate,29,none,own,2,skilled,1,yes,yes,No Risk
less_0,17,prior_payments_delayed,radio_tv,250,less_100,4_to_7,3,male,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,27,outstanding_credit,appliances,6716,greater_1000,4_to_7,3,male,none,4,car_other,34,none,own,2,skilled,2,yes,yes,Risk
no_checking,24,prior_payments_delayed,repairs,1766,100_to_500,1_to_4,2,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
0_to_200,16,all_credits_paid_back,car_new,2878,less_100,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,2,yes,yes,Risk
less_0,22,credits_paid_to_date,furniture,1190,less_100,4_to_7,3,male,none,2,savings_insurance,24,none,own,1,skilled,2,yes,yes,No Risk
no_checking,31,prior_payments_delayed,car_used,6795,greater_1000,1_to_4,4,male,none,5,car_other,39,none,own,2,unskilled,1,yes,yes,No Risk
0_to_200,12,no_credits,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,21,credits_paid_to_date,furniture,2902,less_100,1_to_4,3,male,none,2,real_estate,29,none,own,2,skilled,1,none,yes,No Risk
less_0,18,prior_payments_delayed,car_new,250,greater_1000,greater_7,2,male,none,2,car_other,34,stores,own,1,unskilled,1,none,yes,No Risk
less_0,8,prior_payments_delayed,furniture,2842,less_100,1_to_4,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk
less_0,8,credits_paid_to_date,furniture,2149,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,21,outstanding_credit,car_used,4936,100_to_500,4_to_7,4,male,none,4,unknown,42,none,own,2,skilled,1,none,yes,Risk
no_checking,37,outstanding_credit,other,7916,unknown,greater_7,5,female,none,5,unknown,53,none,own,3,skilled,2,yes,yes,Risk
0_to_200,15,prior_payments_delayed,radio_tv,1801,less_100,4_to_7,3,male,co-applicant,2,car_other,44,none,own,2,skilled,1,yes,yes,No Risk
less_0,14,no_credits,car_used,2588,less_100,unemployed,2,male,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,No Risk
less_0,40,credits_paid_to_date,business,2388,greater_1000,1_to_4,3,female,none,3,savings_insurance,21,stores,own,2,skilled,1,none,yes,No Risk
less_0,4,no_credits,furniture,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,43,outstanding_credit,repairs,4814,500_to_1000,greater_7,4,male,none,4,car_other,38,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,34,outstanding_credit,education,6650,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,39,none,free,2,skilled,1,yes,yes,Risk
greater_200,36,prior_payments_delayed,appliances,7673,100_to_500,4_to_7,4,male,none,4,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
no_checking,33,outstanding_credit,repairs,4798,500_to_1000,4_to_7,4,male,none,5,unknown,49,none,free,2,skilled,1,yes,yes,Risk
greater_200,21,credits_paid_to_date,radio_tv,2635,greater_1000,greater_7,4,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,car_used,3261,less_100,less_1,2,female,none,2,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,27,credits_paid_to_date,education,4811,100_to_500,greater_7,4,male,none,3,car_other,34,none,free,2,skilled,1,yes,yes,No Risk
less_0,11,all_credits_paid_back,car_new,1932,less_100,less_1,2,female,none,3,savings_insurance,22,bank,own,2,unskilled,2,none,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,6092,100_to_500,less_1,4,male,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,500_to_1000,less_1,1,male,none,1,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk
no_checking,31,outstanding_credit,furniture,7443,500_to_1000,4_to_7,5,male,guarantor,3,car_other,64,stores,free,2,unskilled,1,yes,yes,Risk
less_0,20,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
no_checking,27,outstanding_credit,radio_tv,6145,unknown,greater_7,5,male,co-applicant,4,unknown,56,none,free,2,skilled,2,yes,yes,Risk
greater_200,27,outstanding_credit,appliances,1371,500_to_1000,4_to_7,2,male,none,2,savings_insurance,36,none,free,2,skilled,1,none,yes,No Risk
no_checking,37,prior_payments_delayed,other,6801,greater_1000,greater_7,4,male,co-applicant,3,car_other,54,none,free,2,skilled,1,yes,yes,Risk
no_checking,38,outstanding_credit,radio_tv,3005,greater_1000,greater_7,3,male,none,3,unknown,50,bank,own,1,unemployed,1,yes,yes,Risk
less_0,11,all_credits_paid_back,car_new,2506,less_100,1_to_4,1,female,none,2,savings_insurance,37,stores,own,1,skilled,1,yes,yes,No Risk
no_checking,27,outstanding_credit,business,6520,500_to_1000,greater_7,5,male,none,5,car_other,44,stores,own,2,unskilled,1,yes,no,No Risk
0_to_200,24,credits_paid_to_date,retraining,3947,less_100,4_to_7,4,male,none,2,car_other,42,bank,own,2,unskilled,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,car_used,4628,greater_1000,greater_7,4,male,co-applicant,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
no_checking,32,outstanding_credit,appliances,6886,500_to_1000,1_to_4,4,female,none,4,unknown,47,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,38,outstanding_credit,radio_tv,4113,greater_1000,greater_7,4,male,co-applicant,3,car_other,41,none,free,2,skilled,1,yes,yes,Risk
greater_200,41,prior_payments_delayed,radio_tv,7078,unknown,4_to_7,3,male,none,3,unknown,42,none,free,2,skilled,2,yes,yes,No Risk
less_0,9,all_credits_paid_back,vacation,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,16,prior_payments_delayed,car_new,3203,less_100,less_1,3,female,none,2,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk
no_checking,39,prior_payments_delayed,furniture,6483,500_to_1000,greater_7,4,male,co-applicant,3,unknown,37,stores,own,1,unemployed,1,yes,yes,Risk
no_checking,42,outstanding_credit,education,8907,unknown,greater_7,6,male,co-applicant,5,unknown,60,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,36,prior_payments_delayed,appliances,3960,greater_1000,greater_7,4,female,none,3,savings_insurance,46,none,own,2,management_self-employed,1,none,no,Risk
no_checking,33,prior_payments_delayed,appliances,7072,greater_1000,greater_7,4,male,co-applicant,3,savings_insurance,41,none,free,2,skilled,2,yes,yes,Risk
no_checking,22,credits_paid_to_date,radio_tv,5339,100_to_500,greater_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,40,prior_payments_delayed,repairs,8673,500_to_1000,greater_7,5,male,co-applicant,4,car_other,53,none,own,2,skilled,2,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,24,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,appliances,7860,500_to_1000,4_to_7,5,male,none,3,savings_insurance,44,none,free,3,skilled,1,yes,yes,No Risk
no_checking,17,outstanding_credit,car_used,1501,unknown,greater_7,4,female,none,5,car_other,45,none,own,2,skilled,2,yes,yes,Risk
no_checking,27,prior_payments_delayed,radio_tv,6693,100_to_500,greater_7,5,male,none,3,car_other,48,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,12,prior_payments_delayed,radio_tv,1854,less_100,4_to_7,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
0_to_200,14,all_credits_paid_back,car_used,3056,less_100,less_1,3,female,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
no_checking,17,credits_paid_to_date,radio_tv,1071,500_to_1000,4_to_7,2,male,none,2,savings_insurance,48,none,own,1,skilled,1,yes,yes,No Risk
greater_200,23,credits_paid_to_date,radio_tv,4510,500_to_1000,1_to_4,4,female,none,4,savings_insurance,41,none,own,1,skilled,2,none,yes,No Risk
0_to_200,5,credits_paid_to_date,car_new,470,less_100,less_1,2,female,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
0_to_200,39,prior_payments_delayed,radio_tv,6650,100_to_500,greater_7,5,female,none,2,unknown,39,none,own,2,skilled,1,yes,yes,Risk
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,34,prior_payments_delayed,furniture,5720,500_to_1000,less_1,3,female,guarantor,4,savings_insurance,47,none,free,2,skilled,1,yes,yes,Risk
0_to_200,22,credits_paid_to_date,car_used,988,less_100,1_to_4,2,male,none,2,savings_insurance,31,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,38,outstanding_credit,radio_tv,6971,unknown,4_to_7,5,male,co-applicant,5,unknown,45,stores,free,2,unskilled,2,yes,yes,Risk
less_0,12,no_credits,car_new,376,less_100,1_to_4,2,female,none,2,real_estate,25,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,18,prior_payments_delayed,radio_tv,965,less_100,less_1,2,female,none,1,savings_insurance,39,bank,rent,1,unemployed,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,radio_tv,5742,500_to_1000,4_to_7,4,male,none,3,car_other,52,none,free,2,skilled,1,none,yes,No Risk
no_checking,18,outstanding_credit,appliances,4561,100_to_500,greater_7,4,female,none,5,unknown,37,none,own,1,skilled,2,yes,yes,Risk
0_to_200,22,credits_paid_to_date,car_used,5517,500_to_1000,1_to_4,3,female,none,2,savings_insurance,35,none,own,2,skilled,2,yes,yes,No Risk
no_checking,20,credits_paid_to_date,car_new,1061,500_to_1000,greater_7,4,male,none,3,car_other,36,none,own,2,skilled,1,yes,yes,Risk
no_checking,41,prior_payments_delayed,furniture,5074,greater_1000,1_to_4,4,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,30,outstanding_credit,radio_tv,3738,500_to_1000,1_to_4,3,male,co-applicant,3,car_other,35,none,own,2,skilled,2,yes,yes,Risk
no_checking,25,prior_payments_delayed,car_used,5992,unknown,4_to_7,4,male,none,4,savings_insurance,38,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,30,outstanding_credit,vacation,9535,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,35,none,own,2,skilled,1,yes,yes,No Risk
no_checking,34,prior_payments_delayed,furniture,5060,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,50,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk
no_checking,26,prior_payments_delayed,business,5941,unknown,greater_7,5,male,none,4,car_other,52,none,own,2,skilled,2,yes,yes,Risk
no_checking,21,credits_paid_to_date,radio_tv,5422,100_to_500,1_to_4,4,male,guarantor,4,savings_insurance,34,none,free,1,management_self-employed,1,yes,yes,No Risk
no_checking,24,outstanding_credit,car_used,5064,500_to_1000,4_to_7,4,male,none,2,car_other,49,none,own,2,skilled,1,none,yes,No Risk
0_to_200,29,credits_paid_to_date,radio_tv,250,100_to_500,1_to_4,3,male,co-applicant,3,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
less_0,20,credits_paid_to_date,furniture,1901,less_100,4_to_7,2,male,none,1,savings_insurance,31,stores,own,2,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,radio_tv,3916,greater_1000,1_to_4,2,female,co-applicant,2,savings_insurance,42,stores,free,3,unskilled,1,yes,no,No Risk
less_0,18,prior_payments_delayed,radio_tv,2618,500_to_1000,1_to_4,2,male,none,1,savings_insurance,22,bank,rent,1,unskilled,1,yes,yes,No Risk
no_checking,19,credits_paid_to_date,repairs,6343,less_100,less_1,3,male,none,4,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,27,prior_payments_delayed,furniture,6459,100_to_500,1_to_4,4,male,guarantor,5,savings_insurance,44,stores,own,1,unskilled,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,appliances,5590,100_to_500,1_to_4,4,female,none,4,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
less_0,20,prior_payments_delayed,retraining,3822,less_100,greater_7,3,male,none,3,car_other,35,bank,own,1,unskilled,1,yes,yes,Risk
no_checking,29,credits_paid_to_date,radio_tv,1639,500_to_1000,greater_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,2,yes,no,No Risk
0_to_200,20,credits_paid_to_date,car_new,4373,less_100,1_to_4,2,female,none,2,savings_insurance,36,none,rent,1,skilled,1,none,yes,Risk
less_0,4,credits_paid_to_date,radio_tv,250,less_100,unemployed,1,male,none,1,real_estate,40,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,3292,less_100,1_to_4,3,male,none,4,savings_insurance,36,stores,own,2,unskilled,1,yes,yes,Risk
less_0,4,credits_paid_to_date,education,251,less_100,4_to_7,3,male,none,2,savings_insurance,34,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,33,credits_paid_to_date,retraining,7064,greater_1000,1_to_4,4,male,none,5,unknown,44,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,11,credits_paid_to_date,furniture,3029,less_100,4_to_7,3,male,none,3,real_estate,28,stores,own,2,unskilled,2,yes,yes,No Risk
no_checking,42,prior_payments_delayed,appliances,5313,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,47,none,free,2,skilled,1,yes,yes,Risk
no_checking,23,prior_payments_delayed,car_used,1272,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,free,2,skilled,1,yes,yes,Risk
no_checking,28,prior_payments_delayed,appliances,4503,greater_1000,4_to_7,4,male,none,3,savings_insurance,36,none,own,1,management_self-employed,2,none,yes,No Risk
greater_200,33,prior_payments_delayed,radio_tv,4758,100_to_500,4_to_7,4,male,none,4,car_other,32,none,own,2,skilled,1,none,yes,Risk
less_0,23,credits_paid_to_date,business,2683,100_to_500,1_to_4,3,male,none,3,savings_insurance,29,none,rent,1,skilled,1,none,yes,No Risk
less_0,14,prior_payments_delayed,car_new,250,less_100,1_to_4,2,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
no_checking,29,outstanding_credit,repairs,7074,greater_1000,greater_7,4,male,co-applicant,4,unknown,55,none,free,2,skilled,2,yes,yes,Risk
0_to_200,7,all_credits_paid_back,car_new,336,less_100,1_to_4,2,female,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk
less_0,16,prior_payments_delayed,furniture,3457,less_100,1_to_4,3,male,co-applicant,3,unknown,51,none,own,1,skilled,1,yes,yes,No Risk
no_checking,47,outstanding_credit,repairs,5857,greater_1000,4_to_7,5,male,co-applicant,4,car_other,47,none,free,2,management_self-employed,1,yes,yes,No Risk
less_0,8,all_credits_paid_back,car_new,3079,100_to_500,1_to_4,3,male,none,1,real_estate,28,none,own,2,skilled,1,none,yes,No Risk
no_checking,41,outstanding_credit,repairs,4336,greater_1000,greater_7,5,male,co-applicant,5,car_other,52,none,free,2,skilled,1,yes,yes,Risk
less_0,13,prior_payments_delayed,furniture,2577,500_to_1000,less_1,3,male,none,3,car_other,28,bank,own,2,unskilled,1,none,yes,No Risk
0_to_200,4,prior_payments_delayed,education,252,less_100,1_to_4,2,female,none,1,savings_insurance,34,stores,rent,1,skilled,1,none,yes,No Risk
greater_200,29,prior_payments_delayed,car_used,3620,100_to_500,1_to_4,2,female,none,1,savings_insurance,38,none,own,2,skilled,1,none,yes,No Risk
